,date,Country_Region,Confirmed,active_cases,active_rolling
1573,2021-07-17,Mexico,2654699,12631.0,9711.142857142857
301,2021-07-18,Mexico,2659137,4438.0,9805.285714285714
298,2021-07-19,Mexico,2664444,5307.0,10124.285714285714
604,2021-07-20,Mexico,2678297,13853.0,10512.285714285714
607,2021-07-21,Mexico,2693495,15198.0,10952.57142857143
1513,2021-07-22,Mexico,2709739,16244.0,11441.57142857143
1510,2021-07-23,Mexico,2726160,16421.0,12013.142857142857
907,2021-07-24,Mexico,2741983,15823.0,12469.142857142857
910,2021-07-25,Mexico,2748518,6535.0,12768.714285714286
358,2021-07-26,Mexico,2754438,5920.0,12856.285714285714
355,2021-07-27,Mexico,2771846,17408.0,13364.142857142857
1633,2021-07-28,Mexico,2790874,19028.0,13911.285714285714
1627,2021-07-29,Mexico,2810097,19223.0,14336.857142857143
181,2021-07-30,Mexico,2829443,19346.0,14754.714285714286
184,2021-07-31,Mexico,2848252,18809.0,15181.285714285714
919,2021-08-01,Mexico,2854992,6740.0,15210.57142857143
379,2021-08-02,Mexico,2861498,6506.0,15294.285714285714
382,2021-08-03,Mexico,2880409,18911.0,15509.0
601,2021-08-04,Mexico,2901094,20685.0,15745.714285714286
598,2021-08-05,Mexico,2922663,21569.0,16080.857142857143
1492,2021-08-06,Mexico,2944226,21563.0,16397.571428571428
1495,2021-08-07,Mexico,2964244,20018.0,16570.285714285714
274,2021-08-08,Mexico,2971817,7573.0,16689.285714285714
283,2021-08-09,Mexico,2978330,6513.0,16690.285714285714
1318,2021-08-10,Mexico,2997885,19555.0,16782.285714285714
1315,2021-08-11,Mexico,3020596,22711.0,17071.714285714286
829,2021-08-12,Mexico,3045571,24975.0,17558.285714285714
832,2021-08-13,Mexico,3068329,22758.0,17729.0
175,2021-08-14,Mexico,3091971,23642.0,18246.714285714286
172,2021-08-15,Mexico,3091971,0.0,17164.85714285714
1123,2021-08-16,Mexico,3108438,16467.0,18586.85714285714
1126,2021-08-17,Mexico,3123252,14814.0,17909.571428571428
700,2021-08-18,Mexico,3152205,28953.0,18801.285714285714
703,2021-08-19,Mexico,3175374,23169.0,18543.285714285714
16,2021-08-20,Mexico,3197108,21734.0,18397.0
13,2021-08-21,Mexico,3217415,20307.0,17920.571428571428
1147,2021-08-22,Mexico,3225073,7658.0,19014.571428571428
1150,2021-08-23,Mexico,3231616,6543.0,17596.85714285714
1336,2021-08-24,Mexico,3249878,18262.0,18089.428571428572
1333,2021-08-25,Mexico,3271128,21250.0,16989.0
649,2021-08-26,Mexico,3291761,20633.0,16626.714285714286
652,2021-08-27,Mexico,3311317,19556.0,16315.57142857143
1087,2021-08-28,Mexico,3328863,17546.0,15921.142857142857
1093,2021-08-29,Mexico,3335700,6837.0,15803.857142857143
454,2021-08-30,Mexico,3341264,5564.0,15664.0
451,2021-08-31,Mexico,3352410,11146.0,14647.42857142857
304,2021-09-01,Mexico,3369747,17337.0,14088.42857142857
841,2021-09-02,Mexico,3387885,18138.0,13732.0
838,2021-09-03,Mexico,3405294,17409.0,13425.285714285714
1441,2021-09-04,Mexico,3420880,15586.0,13145.285714285714
1444,2021-09-05,Mexico,3428384,7504.0,13240.57142857143
547,2021-09-06,Mexico,3433511,5127.0,13178.142857142857
544,2021-09-07,Mexico,3449295,15784.0,13840.714285714286
997,2021-09-08,Mexico,3465171,15876.0,13632.0
988,2021-09-09,Mexico,3479999,14828.0,13159.142857142857
784,2021-09-10,Mexico,3479999,0.0,10672.142857142857
787,2021-09-11,Mexico,3506743,26744.0,12266.142857142857
1276,2021-09-12,Mexico,3511882,5139.0,11928.285714285714
1273,2021-09-13,Mexico,3516043,4161.0,11790.285714285714
1096,2021-09-14,Mexico,3528972,12929.0,11382.42857142857
1099,2021-09-15,Mexico,3542189,13217.0,11002.57142857143
151,2021-09-16,Mexico,3549229,7040.0,9890.0
148,2021-09-17,Mexico,3552983,3754.0,10426.285714285714
1342,2021-09-18,Mexico,3552983,0.0,6605.714285714285
1339,2021-09-19,Mexico,3569677,16694.0,8256.42857142857
1189,2021-09-20,Mexico,3573044,3367.0,8143.0
1192,2021-09-21,Mexico,3585565,12521.0,8084.714285714285
55,2021-09-22,Mexico,3597168,11603.0,7854.142857142857
52,2021-09-23,Mexico,3608976,11808.0,8535.285714285714
706,2021-09-24,Mexico,3619115,10139.0,9447.42857142857
709,2021-09-25,Mexico,3619115,0.0,9447.42857142857
1387,2021-09-26,Mexico,3632800,13685.0,9017.57142857143
1384,2021-09-27,Mexico,3635807,3007.0,8966.142857142857
187,2021-09-28,Mexico,3645599,9792.0,8576.285714285714
178,2021-09-29,Mexico,3655395,9796.0,8318.142857142857
1630,2021-09-30,Mexico,3664223,8828.0,7892.428571428572
58,2021-10-01,Mexico,3671611,7388.0,7499.428571428572
1198,2021-10-02,Mexico,3678980,7369.0,8552.142857142857
1195,2021-10-03,Mexico,3678980,0.0,6597.142857142857
1390,2021-10-04,Mexico,3684242,5262.0,6919.285714285715
1393,2021-10-05,Mexico,3684242,0.0,5520.428571428572
715,2021-10-06,Mexico,3691924,7682.0,5218.428571428572
712,2021-10-07,Mexico,3707234,15310.0,6144.428571428572
1135,2021-10-08,Mexico,3714392,7158.0,6111.571428571428
1132,2021-10-09,Mexico,3714392,0.0,5058.857142857143
508,2021-10-10,Mexico,3723235,8843.0,6322.142857142857
511,2021-10-11,Mexico,3725242,2007.0,5857.142857142857
1624,2021-10-12,Mexico,3732429,7187.0,6883.857142857143
1621,2021-10-13,Mexico,3738749,6320.0,6689.285714285715
1045,2021-10-14,Mexico,3744574,5825.0,5334.285714285715
1048,2021-10-15,Mexico,3749860,5286.0,5066.857142857143
295,2021-10-16,Mexico,3755063,5203.0,5810.142857142857
292,2021-10-17,Mexico,3757056,1993.0,4831.571428571428
1507,2021-10-18,Mexico,3758469,1413.0,4746.714285714285
1504,2021-10-19,Mexico,3762689,4220.0,4322.857142857143
844,2021-10-20,Mexico,3767758,5069.0,4144.142857142857
847,2021-10-21,Mexico,3772556,4798.0,3997.4285714285716
310,2021-10-22,Mexico,3777209,4653.0,3907.0
307,2021-10-23,Mexico,3781661,4452.0,3799.714285714286
550,2021-10-24,Mexico,3781661,0.0,3515.0
553,2021-10-25,Mexico,3784448,2787.0,3711.285714285714
1450,2021-10-26,Mexico,3784448,0.0,3108.4285714285716
1447,2021-10-27,Mexico,3788986,4538.0,3032.5714285714284
235,2021-10-28,Mexico,3798286,9300.0,3675.714285714286
232,2021-10-29,Mexico,3802287,4001.0,3582.5714285714284
1267,2021-10-30,Mexico,3805765,3478.0,3443.4285714285716
1270,2021-10-31,Mexico,3807211,1446.0,3650.0
1144,2021-11-01,Mexico,3807211,0.0,3251.8571428571427
7,2021-11-02,Mexico,3808205,994.0,3393.8571428571427
10,2021-11-03,Mexico,3811793,3588.0,3258.1428571428573
646,2021-11-04,Mexico,3814453,2660.0,2309.5714285714284
643,2021-11-05,Mexico,3818216,3763.0,2275.5714285714284
1327,2021-11-06,Mexico,3825404,7188.0,2805.5714285714284
1330,2021-11-07,Mexico,3826786,1382.0,2796.4285714285716
139,2021-11-08,Mexico,3826786,0.0,2796.4285714285716
142,2021-11-09,Mexico,3831259,4473.0,3293.4285714285716
1582,2021-11-10,Mexico,3831259,0.0,2780.8571428571427
1579,2021-11-11,Mexico,3838308,7049.0,3407.8571428571427
460,2021-11-12,Mexico,3838308,0.0,2870.285714285714
463,2021-11-13,Mexico,3841661,3353.0,2322.4285714285716
223,2021-11-14,Mexico,3844791,3130.0,2572.1428571428573
220,2021-11-15,Mexico,3845733,942.0,2706.714285714286
976,2021-11-16,Mexico,3846508,775.0,2178.4285714285716
979,2021-11-17,Mexico,3851079,4571.0,2831.4285714285716
532,2021-11-18,Mexico,3854994,3915.0,2383.714285714286
535,2021-11-19,Mexico,3854994,0.0,2383.714285714286
376,2021-11-20,Mexico,3858831,3837.0,2452.8571428571427
373,2021-11-21,Mexico,3862137,3306.0,2478.0
913,2021-11-22,Mexico,3864278,2141.0,2649.285714285714
916,2021-11-23,Mexico,3864278,0.0,2538.5714285714284
1489,2021-11-24,Mexico,3867976,3698.0,2413.8571428571427
1486,2021-11-25,Mexico,3876391,8415.0,3056.714285714286
592,2021-11-26,Mexico,3879836,3445.0,3548.8571428571427
595,2021-11-27,Mexico,3879836,0.0,3000.714285714286
1033,2021-11-28,Mexico,3882792,2956.0,2950.714285714286
1036,2021-11-29,Mexico,3884566,1774.0,2898.285714285714
835,2021-11-30,Mexico,3884566,0.0,2898.285714285714
1324,2021-12-01,Mexico,3891218,6652.0,3320.285714285714
695,2020-06-01,US,1812567,,
1370,2020-06-02,US,1833599,21032.0,
1367,2020-06-03,US,1853453,19854.0,
1166,2020-06-04,US,1874899,21446.0,
1169,2020-06-05,US,1904778,29879.0,
29,2020-06-06,US,1927657,22879.0,
26,2020-06-07,US,1946417,18760.0,
1253,2020-06-08,US,1962954,16537.0,21483.85714285714
1244,2020-06-09,US,1980949,17995.0,21050.0
212,2020-06-10,US,2002468,21519.0,21287.85714285714
215,2020-06-11,US,2024536,22068.0,21376.714285714286
962,2020-06-12,US,2050706,26170.0,20846.85714285714
959,2020-06-13,US,2076262,25556.0,21229.285714285714
1547,2020-06-14,US,2095981,19719.0,21366.285714285714
1550,2020-06-15,US,2114523,18542.0,21652.714285714286
422,2020-06-16,US,2138451,23928.0,22500.285714285714
419,2020-06-17,US,2165691,27240.0,23317.571428571428
878,2020-06-18,US,2193641,27950.0,24157.85714285714
875,2020-06-19,US,2225779,32138.0,25010.428571428572
1535,2020-06-20,US,2258730,32951.0,26066.85714285714
1538,2020-06-21,US,2285120,26390.0,27019.85714285714
641,2020-06-22,US,2316447,31327.0,28846.285714285714
638,2020-06-23,US,2352803,36356.0,30621.714285714286
392,2020-06-24,US,2389361,36558.0,31952.85714285714
395,2020-06-25,US,2429871,40510.0,33747.142857142855
938,2020-06-26,US,2476030,46159.0,35750.142857142855
935,2020-06-27,US,2518209,42179.0,37068.42857142857
482,2020-06-28,US,2560321,42112.0,39314.42857142857
473,2020-06-29,US,2600071,39750.0,40517.71428571428
1112,2020-06-30,US,2647342,47271.0,42077.0
1397,2020-07-01,US,2698353,51011.0,44141.71428571428
725,2020-07-02,US,2753197,54844.0,46189.42857142857
728,2020-07-03,US,2807589,54392.0,47365.57142857143
95,2020-07-04,US,2856099,48510.0,48270.0
92,2020-07-05,US,2905664,49565.0,49334.71428571428
1223,2020-07-06,US,2951697,46033.0,50232.28571428572
1226,2020-07-07,US,3010607,58910.0,51895.0
806,2020-07-08,US,3069881,59274.0,53075.42857142857
815,2020-07-09,US,3130599,60718.0,53914.57142857143
1007,2020-07-10,US,3198475,67876.0,55840.857142857145
1004,2020-07-11,US,3259863,61388.0,57680.57142857143
257,2020-07-12,US,3320744,60881.0,59297.142857142855
260,2020-07-13,US,3378087,57343.0,60912.857142857145
500,2020-07-14,US,3445024,66937.0,62059.57142857143
497,2020-07-15,US,3512928,67904.0,63292.42857142857
1610,2020-07-16,US,3588827,75899.0,65461.142857142855
1613,2020-07-17,US,3660951,72124.0,66068.0
407,2020-07-18,US,3725752,64801.0,66555.57142857143
410,2020-07-19,US,3787896,62144.0,66736.0
566,2020-07-20,US,3847543,59647.0,67065.14285714286
563,2020-07-21,US,3913604,66061.0,66940.0
1454,2020-07-22,US,3983743,70139.0,67259.28571428571
1457,2020-07-23,US,4051749,68006.0,66131.71428571429
893,2020-07-24,US,4126772,75023.0,66545.85714285714
890,2020-07-25,US,4193089,66317.0,66762.42857142857
344,2020-07-26,US,4250614,57525.0,66102.57142857143
347,2020-07-27,US,4306680,56066.0,65591.0
1553,2020-07-28,US,4370689,64009.0,65297.857142857145
1559,2020-07-29,US,4438763,68074.0,65002.857142857145
122,2020-07-30,US,4507214,68451.0,65066.42857142857
119,2020-07-31,US,4575640,68426.0,64124.0
881,2020-08-01,US,4635814,60174.0,63246.42857142857
329,2020-08-02,US,4682224,46410.0,61658.57142857143
326,2020-08-03,US,4728302,46078.0,60231.71428571428
575,2020-08-04,US,4783687,55385.0,58999.71428571428
578,2020-08-05,US,4838931,55244.0,57166.857142857145
1478,2020-08-06,US,4896306,57375.0,55584.57142857143
1475,2020-08-07,US,4957678,61372.0,54576.857142857145
218,2020-08-08,US,5013729,56051.0,53987.857142857145
209,2020-08-09,US,5062953,49224.0,54389.857142857145
1247,2020-08-10,US,5108213,45260.0,54273.0
1250,2020-08-11,US,5161090,52877.0,53914.71428571428
761,2020-08-12,US,5213428,52338.0,53499.57142857143
758,2020-08-13,US,5264867,51439.0,52651.57142857143
128,2020-08-14,US,5329946,65079.0,53181.142857142855
131,2020-08-15,US,5380358,50412.0,52375.57142857143
1079,2020-08-16,US,5421222,40864.0,51181.28571428572
1076,2020-08-17,US,5456274,35052.0,49723.0
692,2020-08-18,US,5499301,43027.0,48315.857142857145
689,2020-08-19,US,5542914,43613.0,47069.42857142857
68,2020-08-20,US,5587445,44531.0,46082.57142857143
71,2020-08-21,US,5636941,49496.0,43856.42857142857
1211,2020-08-22,US,5681968,45027.0,43087.142857142855
1208,2020-08-23,US,5716844,34876.0,42231.71428571428
1418,2020-08-24,US,5752077,35233.0,42257.57142857143
1421,2020-08-25,US,5792863,40786.0,41937.42857142857
740,2020-08-26,US,5835224,42361.0,41758.57142857143
737,2020-08-27,US,5881471,46247.0,42003.71428571428
1115,2020-08-28,US,5928279,46808.0,41619.71428571428
1109,2020-08-29,US,5973889,45610.0,41703.0
476,2020-08-30,US,6008835,34946.0,41713.0
479,2020-08-31,US,6043565,34730.0,41641.142857142855
404,2020-09-01,US,6087344,43779.0,42068.71428571428
947,2020-09-02,US,6127090,39746.0,41695.142857142855
950,2020-09-03,US,6164111,37021.0,40377.142857142855
1526,2020-09-04,US,6215201,51090.0,40988.857142857145
1523,2020-09-05,US,6259223,44022.0,40762.0
623,2020-09-06,US,6290538,31315.0,40243.28571428572
626,2020-09-07,US,6315054,24516.0,38784.142857142855
1001,2020-09-08,US,6340429,25375.0,36155.0
1010,2020-09-09,US,6375620,35191.0,35504.28571428572
812,2020-09-10,US,6410763,35143.0,35236.0
809,2020-09-11,US,6458508,47745.0,34758.142857142855
1292,2020-09-12,US,6500813,42305.0,34512.857142857145
1295,2020-09-13,US,6535747,34934.0,35029.857142857145
1106,2020-09-14,US,6568658,32911.0,36229.142857142855
1103,2020-09-15,US,6608132,39474.0,38243.28571428572
155,2020-09-16,US,6646433,38301.0,38687.57142857143
158,2020-09-17,US,6691882,45449.0,40159.857142857145
1400,2020-09-18,US,6741293,49411.0,40397.857142857145
1403,2020-09-19,US,6784772,43479.0,40565.57142857143
1187,2020-09-20,US,6824738,39966.0,41284.42857142857
1184,2020-09-21,US,6875333,50595.0,43810.71428571428
41,2020-09-22,US,6915879,40546.0,43963.857142857145
44,2020-09-23,US,6953458,37579.0,43860.71428571428
674,2020-09-24,US,7001361,47903.0,44211.28571428572
671,2020-09-25,US,7054696,53335.0,44771.857142857145
1355,2020-09-26,US,7100337,45641.0,45080.71428571428
1358,2020-09-27,US,7139349,39012.0,44944.42857142857
116,2020-09-28,US,7171980,32631.0,42378.142857142855
125,2020-09-29,US,7216183,44203.0,42900.57142857143
1556,2020-09-30,US,7256553,40370.0,43299.28571428572
35,2020-10-01,US,7302769,46216.0,43058.28571428572
1178,2020-10-02,US,7358232,55463.0,43362.28571428572
1181,2020-10-03,US,7409223,50991.0,44126.57142857143
1352,2020-10-04,US,7443970,34747.0,43517.28571428572
1349,2020-10-05,US,7482476,38506.0,44356.57142857143
665,2020-10-06,US,7527877,45401.0,44527.71428571428
668,2020-10-07,US,7578004,50127.0,45921.57142857143
1052,2020-10-08,US,7637080,59076.0,47758.71428571428
1058,2020-10-09,US,7694093,57013.0,47980.142857142855
434,2020-10-10,US,7750089,55996.0,48695.142857142855
428,2020-10-11,US,7797015,46926.0,50435.0
1562,2020-10-12,US,7839077,42062.0,50943.0
1565,2020-10-13,US,7890331,51254.0,51779.142857142855
956,2020-10-14,US,7949533,59202.0,53075.57142857143
953,2020-10-15,US,8014882,65349.0,53971.71428571428
197,2020-10-16,US,8084106,69224.0,55716.142857142855
200,2020-10-17,US,8141919,57813.0,55975.71428571428
1460,2020-10-18,US,8193140,51221.0,56589.28571428572
1463,2020-10-19,US,8260106,66966.0,60147.0
944,2020-10-20,US,8322024,61918.0,61670.42857142857
941,2020-10-21,US,8384742,62718.0,62172.71428571428
398,2020-10-22,US,8461083,76341.0,63743.0
401,2020-10-23,US,8544371,83288.0,65752.14285714286
620,2020-10-24,US,8628294,83923.0,69482.14285714286
617,2020-10-25,US,8691517,63223.0,71196.71428571429
1517,2020-10-26,US,8757665,66148.0,71079.85714285714
1520,2020-10-27,US,8835937,78272.0,73416.14285714286
251,2020-10-28,US,8914583,78646.0,75691.57142857143
254,2020-10-29,US,9006261,91678.0,77882.57142857143
1301,2020-10-30,US,9106715,100454.0,80334.85714285714
1298,2020-10-31,US,9197551,90836.0,81322.42857142857
1220,2020-11-01,US,9303326,105775.0,87401.28571428571
77,2020-11-02,US,9387308,83982.0,89949.0
74,2020-11-03,US,9515569,128261.0,97090.28571428571
743,2020-11-04,US,9619125,103556.0,100648.85714285714
746,2020-11-05,US,9749245,130120.0,106140.57142857143
1427,2020-11-06,US,9877338,128093.0,110089.0
1424,2020-11-07,US,10009891,132553.0,116048.57142857143
167,2020-11-08,US,10125271,115380.0,117420.71428571429
161,2020-11-09,US,10209674,84403.0,117480.85714285714
1601,2020-11-10,US,10354777,145103.0,119886.85714285714
1607,2020-11-11,US,10504265,149488.0,126448.57142857143
470,2020-11-12,US,10666034,161769.0,130969.85714285714
467,2020-11-13,US,10847160,181126.0,138546.0
263,2020-11-14,US,11019445,172285.0,144222.0
266,2020-11-15,US,11157358,137913.0,147441.0
1025,2020-11-16,US,11316537,159179.0,158123.2857142857
1022,2020-11-17,US,11480700,164163.0,160846.14285714287
635,2020-11-18,US,11654113,173413.0,164264.0
629,2020-11-19,US,11846014,191901.0,168568.57142857142
332,2020-11-20,US,12047450,201436.0,171470.0
335,2020-11-21,US,12229486,182036.0,172863.0
887,2020-11-22,US,12376138,146652.0,174111.42857142858
884,2020-11-23,US,12548086,171948.0,175935.57142857142
1481,2020-11-24,US,12725321,177235.0,177803.0
1484,2020-11-25,US,12910215,184894.0,179443.14285714287
584,2020-11-26,US,13028602,118387.0,168941.14285714287
581,2020-11-27,US,13231626,203024.0,169168.0
974,2020-11-28,US,13390383,158757.0,165842.42857142858
968,2020-11-29,US,13531227,140844.0,165012.7142857143
749,2020-11-30,US,13686921,155694.0,162690.7142857143
1241,2020-12-01,US,13880957,194036.0,165090.85714285713
767,2020-12-02,US,14085458,204501.0,167891.85714285713
764,2020-12-03,US,14309618,224160.0,183002.2857142857
134,2020-12-04,US,14544933,235315.0,187615.2857142857
137,2020-12-05,US,14766843,221910.0,196637.14285714287
1073,2020-12-06,US,14946062,179219.0,202119.2857142857
1070,2020-12-07,US,15136211,190149.0,207041.42857142858
680,2020-12-08,US,15367161,230950.0,212314.85714285713
677,2020-12-09,US,15588301,221140.0,214691.85714285713
869,2020-12-10,US,15822977,234676.0,216194.14285714287
872,2020-12-11,US,16063233,240256.0,216900.0
341,2020-12-12,US,16285398,222165.0,216936.42857142858
338,2020-12-13,US,16472103,186705.0,218005.85714285713
587,2020-12-14,US,16672734,200631.0,219503.2857142857
590,2020-12-15,US,16894785,222051.0,218232.0
1472,2020-12-16,US,17135476,240691.0,221025.0
1469,2020-12-17,US,17372704,237228.0,221389.57142857142
206,2020-12-18,US,17621665,248961.0,222633.14285714287
203,2020-12-19,US,17824236,202571.0,219834.0
485,2020-12-20,US,18009585,185349.0,219640.2857142857
488,2020-12-21,US,18199302,189717.0,218081.14285714287
1595,2020-12-22,US,18401274,201972.0,215212.7142857143
1592,2020-12-23,US,18627057,225783.0,213083.0
1016,2020-12-24,US,18831945,204888.0,208463.0
1019,2020-12-25,US,18940629,108684.0,188423.42857142858
272,2020-12-26,US,19159622,218993.0,190769.42857142858
269,2020-12-27,US,19314617,154995.0,186433.14285714287
1544,2020-12-28,US,19481303,166686.0,183143.0
1541,2020-12-29,US,19683000,201697.0,183103.7142857143
80,2020-12-30,US,19905929,222929.0,182696.0
83,2020-12-31,US,20164039,258110.0,190299.14285714287
1013,2021-01-01,US,20330292,166253.0,198523.2857142857
248,2021-01-02,US,20626175,295883.0,209507.57142857142
245,2021-01-03,US,20829825,203650.0,216458.2857142857
491,2021-01-04,US,21011493,181668.0,218598.57142857142
494,2021-01-05,US,21242763,231270.0,222823.2857142857
1619,2021-01-06,US,21499648,256885.0,227674.14285714287
1616,2021-01-07,US,21788279,288631.0,232034.2857142857
416,2021-01-08,US,22091766,303487.0,251639.14285714287
413,2021-01-09,US,22351300,259534.0,246446.42857142858
1412,2021-01-10,US,22564676,213376.0,247835.85714285713
1415,2021-01-11,US,22775512,210836.0,252002.7142857143
722,2021-01-12,US,22994414,218902.0,250235.85714285713
719,2021-01-13,US,23224257,229843.0,246372.7142857143
86,2021-01-14,US,23462300,238043.0,239145.85714285713
89,2021-01-15,US,23709326,247026.0,231080.0
1238,2021-01-16,US,23917958,208632.0,223808.2857142857
1235,2021-01-17,US,24094546,176588.0,218552.85714285713
821,2021-01-18,US,24235618,141072.0,208586.57142857142
818,2021-01-19,US,24399905,164287.0,200784.42857142858
104,2021-01-20,US,24585297,185392.0,194434.2857142857
107,2021-01-21,US,24777624,192327.0,187903.42857142858
1067,2021-01-22,US,24967151,189527.0,179689.2857142857
1064,2021-01-23,US,25142014,174863.0,174865.14285714287
1262,2021-01-24,US,25279848,137834.0,169328.85714285713
1265,2021-01-25,US,25421966,142118.0,169478.2857142857
773,2021-01-26,US,25566750,144784.0,166692.14285714287
770,2021-01-27,US,25721887,155137.0,162370.0
1175,2021-01-28,US,25889323,167436.0,158814.14285714287
1172,2021-01-29,US,26055170,165847.0,155431.2857142857
557,2021-01-30,US,26200854,145684.0,151262.85714285713
560,2021-01-31,US,26316283,115429.0,148062.14285714287
1466,2021-02-01,US,26445651,129368.0,146240.7142857143
572,2021-02-02,US,26559524,113873.0,141824.85714285713
569,2021-02-03,US,26682637,123113.0,137250.0
350,2021-02-04,US,26806565,123928.0,131034.57142857143
353,2021-02-05,US,26938227,131662.0,126151.0
899,2021-02-06,US,27049180,110953.0,121189.42857142857
896,2021-02-07,US,27141063,91883.0,117825.71428571429
431,2021-02-08,US,27226073,85010.0,111488.85714285714
425,2021-02-09,US,27320668,94595.0,108734.85714285714
1055,2021-02-10,US,27416500,95832.0,104837.57142857143
1061,2021-02-11,US,27522803,106303.0,102319.71428571429
113,2021-02-12,US,27622834,100031.0,97801.0
110,2021-02-13,US,27711688,88854.0,94644.0
776,2021-02-14,US,27778037,66349.0,90996.28571428571
779,2021-02-15,US,27832680,54643.0,86658.14285714286
1259,2021-02-16,US,27891283,58603.0,81516.42857142857
1256,2021-02-17,US,27961352,70069.0,77836.0
38,2021-02-18,US,28032708,71356.0,72843.57142857143
32,2021-02-19,US,28110894,78186.0,69722.85714285714
731,2021-02-20,US,28184301,73407.0,67516.14285714286
734,2021-02-21,US,28242197,57896.0,66308.57142857143
1409,2021-02-22,US,28297036,54839.0,66336.57142857143
1406,2021-02-23,US,28369052,72016.0,68252.71428571429
1229,2021-02-24,US,28444064,75012.0,68958.85714285714
1232,2021-02-25,US,28522121,78057.0,69916.14285714286
101,2021-02-26,US,28600856,78735.0,69994.57142857143
98,2021-02-27,US,28666922,66066.0,68945.85714285714
1304,2021-02-28,US,28718789,51867.0,68084.57142857143
632,2021-03-01,US,28773278,54489.0,68034.57142857143
1529,2021-03-02,US,28830345,57067.0,65899.0
1532,2021-03-03,US,28897494,67149.0,64775.71428571428
932,2021-03-04,US,28966026,68532.0,63415.0
929,2021-03-05,US,29032891,66865.0,61719.28571428572
386,2021-03-06,US,29092186,59295.0,60752.0
389,2021-03-07,US,29134252,42066.0,59351.857142857145
1598,2021-03-08,US,29178564,44312.0,57898.0
1604,2021-03-09,US,29234370,55806.0,57717.857142857145
170,2021-03-10,US,29292601,58231.0,56443.857142857145
164,2021-03-11,US,29355492,62891.0,55638.0
1118,2021-03-12,US,29417565,62073.0,54953.42857142857
1121,2021-03-13,US,29471157,53592.0,54138.71428571428
1289,2021-03-14,US,29510009,38852.0,53679.57142857143
1286,2021-03-15,US,29564777,54768.0,55173.28571428572
800,2021-03-16,US,29619158,54381.0,54969.71428571428
803,2021-03-17,US,29678645,59487.0,55149.142857142855
1214,2021-03-18,US,29739170,60525.0,54811.142857142855
1217,2021-03-19,US,29801235,62065.0,54810.0
1364,2021-03-20,US,29858257,57022.0,55300.0
1361,2021-03-21,US,29893235,34978.0,54746.57142857143
683,2021-03-22,US,29942716,49481.0,53991.28571428572
686,2021-03-23,US,29996015,53299.0,53836.71428571428
23,2021-03-24,US,30083136,87121.0,57784.42857142857
20,2021-03-25,US,30151112,67976.0,58848.857142857145
1160,2021-03-26,US,30228657,77545.0,61060.28571428572
1163,2021-03-27,US,30290880,62223.0,61803.28571428572
752,2021-03-28,US,30337234,46354.0,63428.42857142857
755,2021-03-29,US,30404532,67298.0,65973.71428571429
971,2021-03-30,US,30465969,61437.0,67136.28571428571
965,2021-03-31,US,30532941,66972.0,64257.857142857145
1130,2021-04-01,US,30612130,79189.0,65859.71428571429
194,2021-04-02,US,30683979,71849.0,65046.0
191,2021-04-03,US,30748226,64247.0,65335.142857142855
824,2021-04-04,US,30784580,36354.0,63906.57142857143
827,2021-04-05,US,30858028,73448.0,64785.142857142855
1310,2021-04-06,US,30919172,61144.0,64743.28571428572
1307,2021-04-07,US,30994162,74990.0,65888.71428571429
50,2021-04-08,US,31074414,80252.0,66040.57142857143
47,2021-04-09,US,31158751,84337.0,67824.57142857143
1499,2021-04-10,US,31228045,69294.0,68545.57142857143
1502,2021-04-11,US,31274488,46443.0,69986.85714285714
614,2021-04-12,US,31341447,66959.0,69059.85714285714
611,2021-04-13,US,31420591,79144.0,71631.28571428571
362,2021-04-14,US,31495907,75316.0,71677.85714285714
365,2021-04-15,US,31569817,73910.0,70771.85714285714
905,2021-04-16,US,31650195,80378.0,70206.28571428571
902,2021-04-17,US,31704357,54162.0,68044.57142857143
506,2021-04-18,US,31747241,42884.0,67536.14285714286
503,2021-04-19,US,31813414,66173.0,67423.85714285714
239,2021-04-20,US,31874335,60921.0,64820.57142857143
242,2021-04-21,US,31938159,63824.0,63178.857142857145
986,2021-04-22,US,32005149,66990.0,62190.28571428572
983,2021-04-23,US,32067529,62380.0,59619.142857142855
1568,2021-04-24,US,32121722,54193.0,59623.57142857143
1571,2021-04-25,US,32155696,33974.0,58350.71428571428
446,2021-04-26,US,32201356,45660.0,55420.28571428572
443,2021-04-27,US,32252090,50734.0,53965.0
854,2021-04-28,US,32307183,55093.0,52717.71428571428
851,2021-04-29,US,32366097,58914.0,51564.0
662,2021-04-30,US,32424257,58160.0,50961.142857142855
146,2021-05-01,US,32470917,46660.0,49885.0
1082,2021-05-02,US,32500979,30062.0,49326.142857142855
1085,2021-05-03,US,32549750,48771.0,49770.57142857143
1283,2021-05-04,US,32590550,40800.0,48351.42857142857
1280,2021-05-05,US,32636252,45702.0,47009.857142857145
794,2021-05-06,US,32683207,46955.0,45301.42857142857
797,2021-05-07,US,32731314,48107.0,43865.28571428572
1154,2021-05-08,US,32765833,34519.0,42130.857142857145
1157,2021-05-09,US,32787933,22100.0,40993.42857142857
542,2021-05-10,US,32823085,35152.0,39047.857142857145
539,2021-05-11,US,32857148,34063.0,38085.42857142857
1430,2021-05-12,US,32893341,36193.0,36727.0
1433,2021-05-13,US,32931870,38529.0,35523.28571428572
860,2021-05-14,US,32973734,41864.0,34631.42857142857
