,date,Country_Region,Confirmed,active_cases,active_rolling
1620,2021-10-13,India,34020730,18987.0,18059.714285714286
1044,2021-10-14,India,34037592,16862.0,17431.85714285714
1047,2021-10-15,India,34053573,15981.0,16894.85714285714
294,2021-10-16,India,34067719,14146.0,16320.57142857143
291,2021-10-17,India,34081315,13596.0,15672.57142857143
1506,2021-10-18,India,34094373,13058.0,15493.285714285714
1503,2021-10-19,India,34108996,14623.0,15321.857142857143
843,2021-10-20,India,34127450,18454.0,15245.714285714286
846,2021-10-21,India,34143236,15786.0,15092.0
309,2021-10-22,India,34159562,16326.0,15141.285714285714
306,2021-10-23,India,34175468,15906.0,15392.714285714286
549,2021-10-24,India,34189774,14306.0,15494.142857142857
552,2021-10-25,India,34202202,12428.0,15404.142857142857
1449,2021-10-26,India,34215653,13451.0,15236.714285714286
1446,2021-10-27,India,34231809,16156.0,14908.42857142857
234,2021-10-28,India,34246157,14348.0,14703.0
231,2021-10-29,India,34260470,14313.0,14415.42857142857
1266,2021-10-30,India,34273300,12830.0,13976.0
1269,2021-10-31,India,34285814,12514.0,13720.0
1143,2021-11-01,India,34296237,10423.0,13433.57142857143
6,2021-11-02,India,34308140,11903.0,13212.42857142857
9,2021-11-03,India,34321025,12885.0,12745.142857142857
645,2021-11-04,India,34333754,12729.0,12513.857142857143
642,2021-11-05,India,34344683,10929.0,12030.42857142857
1326,2021-11-06,India,34355509,10826.0,11744.142857142857
1329,2021-11-07,India,34366987,11478.0,11596.142857142857
138,2021-11-08,India,34377113,10126.0,11553.714285714286
141,2021-11-09,India,34388579,11466.0,11491.285714285714
1581,2021-11-10,India,34401670,13091.0,11520.714285714286
1578,2021-11-11,India,34414186,12516.0,11490.285714285714
459,2021-11-12,India,34426036,11850.0,11621.857142857143
462,2021-11-13,India,34437307,11271.0,11685.42857142857
222,2021-11-14,India,34447536,10229.0,11507.0
219,2021-11-15,India,34456401,8865.0,11326.857142857143
975,2021-11-16,India,34466598,10197.0,11145.57142857143
978,2021-11-17,India,34478517,11919.0,10978.142857142857
531,2021-11-18,India,34489623,11106.0,10776.714285714286
534,2021-11-19,India,34499925,10302.0,10555.57142857143
375,2021-11-20,India,34510413,10488.0,10443.714285714286
372,2021-11-21,India,34518901,8488.0,10195.0
912,2021-11-22,India,34526480,7579.0,10011.285714285714
915,2021-11-23,India,34535763,9283.0,9880.714285714286
1488,2021-11-24,India,34544882,9119.0,9480.714285714286
1485,2021-11-25,India,34555431,10549.0,9401.142857142857
591,2021-11-26,India,34563749,8318.0,9117.714285714286
594,2021-11-27,India,34572523,8774.0,8872.857142857143
1032,2021-11-28,India,34580832,8309.0,8847.285714285714
1035,2021-11-29,India,34587822,6990.0,8763.142857142857
834,2021-11-30,India,34596776,8954.0,8716.142857142857
1323,2021-12-01,India,34606541,9765.0,8808.42857142857
694,2020-06-01,Mexico,93435,,
1369,2020-06-02,Mexico,97326,3891.0,
1366,2020-06-03,Mexico,101238,3912.0,
1165,2020-06-04,Mexico,105680,4442.0,
1168,2020-06-05,Mexico,110026,4346.0,
28,2020-06-06,Mexico,113619,3593.0,
25,2020-06-07,Mexico,117103,3484.0,
1252,2020-06-08,Mexico,120102,2999.0,3809.5714285714284
1243,2020-06-09,Mexico,124301,4199.0,3853.5714285714284
211,2020-06-10,Mexico,129184,4883.0,3992.285714285714
214,2020-06-11,Mexico,133974,4790.0,4042.0
961,2020-06-12,Mexico,139196,5222.0,4167.142857142857
958,2020-06-13,Mexico,142690,3494.0,4153.0
1546,2020-06-14,Mexico,146837,4147.0,4247.714285714285
1549,2020-06-15,Mexico,150264,3427.0,4308.857142857143
421,2020-06-16,Mexico,154863,4599.0,4366.0
418,2020-06-17,Mexico,159793,4930.0,4372.714285714285
877,2020-06-18,Mexico,165455,5662.0,4497.285714285715
874,2020-06-19,Mexico,170485,5030.0,4469.857142857143
1534,2020-06-20,Mexico,175202,4717.0,4644.571428571428
1537,2020-06-21,Mexico,180545,5343.0,4815.428571428572
640,2020-06-22,Mexico,185122,4577.0,4979.714285714285
637,2020-06-23,Mexico,191410,6288.0,5221.0
391,2020-06-24,Mexico,196847,5437.0,5293.428571428572
394,2020-06-25,Mexico,202951,6104.0,5356.571428571428
937,2020-06-26,Mexico,208392,5441.0,5415.285714285715
934,2020-06-27,Mexico,212802,4410.0,5371.428571428572
481,2020-06-28,Mexico,216852,4050.0,5186.714285714285
472,2020-06-29,Mexico,220657,3805.0,5076.428571428572
1111,2020-06-30,Mexico,226089,5432.0,4954.142857142857
1396,2020-07-01,Mexico,231770,5681.0,4989.0
724,2020-07-02,Mexico,238511,6741.0,5080.0
727,2020-07-03,Mexico,245251,6740.0,5265.571428571428
94,2020-07-04,Mexico,252165,6914.0,5623.285714285715
91,2020-07-05,Mexico,256848,4683.0,5713.714285714285
1222,2020-07-06,Mexico,261750,4902.0,5870.428571428572
1225,2020-07-07,Mexico,268008,6258.0,5988.428571428572
805,2020-07-08,Mexico,275003,6995.0,6176.142857142857
814,2020-07-09,Mexico,282283,7280.0,6253.142857142857
1006,2020-07-10,Mexico,289174,6891.0,6274.714285714285
1003,2020-07-11,Mexico,295268,6094.0,6157.571428571428
256,2020-07-12,Mexico,299750,4482.0,6128.857142857143
259,2020-07-13,Mexico,304435,4685.0,6097.857142857143
499,2020-07-14,Mexico,311486,7051.0,6211.142857142857
496,2020-07-15,Mexico,317635,6149.0,6090.285714285715
1609,2020-07-16,Mexico,324041,6406.0,5965.428571428572
1612,2020-07-17,Mexico,331298,7257.0,6017.714285714285
406,2020-07-18,Mexico,338913,7615.0,6235.0
409,2020-07-19,Mexico,344224,5311.0,6353.428571428572
565,2020-07-20,Mexico,349396,5172.0,6423.0
562,2020-07-21,Mexico,356255,6859.0,6395.571428571428
1453,2020-07-22,Mexico,362274,6019.0,6377.0
1456,2020-07-23,Mexico,370712,8438.0,6667.285714285715
892,2020-07-24,Mexico,378285,7573.0,6712.428571428572
889,2020-07-25,Mexico,385036,6751.0,6589.0
343,2020-07-26,Mexico,390516,5480.0,6613.142857142857
346,2020-07-27,Mexico,395489,4973.0,6584.714285714285
1552,2020-07-28,Mexico,402697,7208.0,6634.571428571428
1558,2020-07-29,Mexico,408449,5752.0,6596.428571428572
121,2020-07-30,Mexico,416179,7730.0,6495.285714285715
118,2020-07-31,Mexico,424637,8458.0,6621.714285714285
880,2020-08-01,Mexico,434193,9556.0,7022.428571428572
328,2020-08-02,Mexico,439046,4853.0,6932.857142857143
325,2020-08-03,Mexico,443813,4767.0,6903.428571428572
574,2020-08-04,Mexico,449961,6148.0,6752.0
577,2020-08-05,Mexico,456100,6139.0,6807.285714285715
1477,2020-08-06,Mexico,462690,6590.0,6644.428571428572
1474,2020-08-07,Mexico,469407,6717.0,6395.714285714285
217,2020-08-08,Mexico,475902,6495.0,5958.428571428572
208,2020-08-09,Mexico,480278,4376.0,5890.285714285715
1246,2020-08-10,Mexico,485836,5558.0,6003.285714285715
1249,2020-08-11,Mexico,492522,6686.0,6080.142857142857
760,2020-08-12,Mexico,498380,5858.0,6040.0
757,2020-08-13,Mexico,505751,7371.0,6151.571428571428
127,2020-08-14,Mexico,511369,5618.0,5994.571428571428
130,2020-08-15,Mexico,517714,6345.0,5973.142857142857
1078,2020-08-16,Mexico,522162,4448.0,5983.428571428572
1075,2020-08-17,Mexico,525733,3571.0,5699.571428571428
691,2020-08-18,Mexico,531239,5506.0,5531.0
688,2020-08-19,Mexico,537031,5792.0,5521.571428571428
67,2020-08-20,Mexico,543806,6775.0,5436.428571428572
70,2020-08-21,Mexico,549734,5928.0,5480.714285714285
1210,2020-08-22,Mexico,556216,6482.0,5500.285714285715
1207,2020-08-23,Mexico,560164,3948.0,5428.857142857143
1417,2020-08-24,Mexico,563705,3541.0,5424.571428571428
1420,2020-08-25,Mexico,568621,4916.0,5340.285714285715
739,2020-08-26,Mexico,573888,5267.0,5265.285714285715
736,2020-08-27,Mexico,579914,6026.0,5158.285714285715
1114,2020-08-28,Mexico,585738,5824.0,5143.428571428572
1108,2020-08-29,Mexico,591712,5974.0,5070.857142857143
475,2020-08-30,Mexico,595841,4129.0,5096.714285714285
478,2020-08-31,Mexico,599560,3719.0,5122.142857142857
403,2020-09-01,Mexico,606036,6476.0,5345.0
946,2020-09-02,Mexico,610957,4921.0,5295.571428571428
949,2020-09-03,Mexico,616894,5937.0,5282.857142857143
1525,2020-09-04,Mexico,623090,6196.0,5336.0
1522,2020-09-05,Mexico,629409,6319.0,5385.285714285715
622,2020-09-06,Mexico,634023,4614.0,5454.571428571428
625,2020-09-07,Mexico,637509,3486.0,5421.285714285715
1000,2020-09-08,Mexico,642860,5351.0,5260.571428571428
1009,2020-09-09,Mexico,647321,4461.0,5194.857142857143
811,2020-09-10,Mexico,652364,5043.0,5067.142857142857
808,2020-09-11,Mexico,658299,5935.0,5029.857142857143
1291,2020-09-12,Mexico,663973,5674.0,4937.714285714285
1294,2020-09-13,Mexico,668381,4408.0,4908.285714285715
1105,2020-09-14,Mexico,671716,3335.0,4886.714285714285
1102,2020-09-15,Mexico,676487,4771.0,4803.857142857143
154,2020-09-16,Mexico,680931,4444.0,4801.428571428572
157,2020-09-17,Mexico,684113,3182.0,4535.571428571428
1399,2020-09-18,Mexico,688954,4841.0,4379.285714285715
1402,2020-09-19,Mexico,694121,5167.0,4306.857142857143
1186,2020-09-20,Mexico,697663,3542.0,4183.142857142857
1183,2020-09-21,Mexico,700580,2917.0,4123.428571428572
40,2020-09-22,Mexico,705263,4683.0,4110.857142857143
43,2020-09-23,Mexico,710049,4786.0,4159.714285714285
673,2020-09-24,Mexico,715457,5408.0,4477.714285714285
670,2020-09-25,Mexico,720858,5401.0,4557.714285714285
1354,2020-09-26,Mexico,726431,5573.0,4615.714285714285
1357,2020-09-27,Mexico,730317,3886.0,4664.857142857143
115,2020-09-28,Mexico,733717,3400.0,4733.857142857143
124,2020-09-29,Mexico,738163,4446.0,4700.0
1555,2020-09-30,Mexico,743216,5053.0,4738.142857142857
34,2020-10-01,Mexico,748315,5099.0,4694.0
1177,2020-10-02,Mexico,753090,4775.0,4604.571428571428
1180,2020-10-03,Mexico,757953,4863.0,4503.142857142857
1351,2020-10-04,Mexico,761665,3712.0,4478.285714285715
1348,2020-10-05,Mexico,789780,28115.0,8009.0
664,2020-10-06,Mexico,794608,4828.0,8063.571428571428
667,2020-10-07,Mexico,799188,4580.0,7996.0
1051,2020-10-08,Mexico,804488,5300.0,8024.714285714285
1057,2020-10-09,Mexico,810020,5532.0,8132.857142857143
433,2020-10-10,Mexico,814328,4308.0,8053.571428571428
427,2020-10-11,Mexico,817503,3175.0,7976.857142857143
1561,2020-10-12,Mexico,821045,3542.0,4466.428571428572
1564,2020-10-13,Mexico,825340,4295.0,4390.285714285715
955,2020-10-14,Mexico,829396,4056.0,4315.428571428572
952,2020-10-15,Mexico,834910,5514.0,4346.0
196,2020-10-16,Mexico,841661,6751.0,4520.142857142857
199,2020-10-17,Mexico,847108,5447.0,4682.857142857143
1459,2020-10-18,Mexico,851227,4119.0,4817.714285714285
1462,2020-10-19,Mexico,854926,3699.0,4840.142857142857
943,2020-10-20,Mexico,860714,5788.0,5053.428571428572
940,2020-10-21,Mexico,867559,6845.0,5451.857142857143
397,2020-10-22,Mexico,874171,6612.0,5608.714285714285
400,2020-10-23,Mexico,880775,6604.0,5587.714285714285
619,2020-10-24,Mexico,886800,6025.0,5670.285714285715
616,2020-10-25,Mexico,891160,4360.0,5704.714285714285
1516,2020-10-26,Mexico,895326,4166.0,5771.428571428572
1519,2020-10-27,Mexico,901268,5942.0,5793.428571428572
250,2020-10-28,Mexico,906863,5595.0,5614.857142857143
253,2020-10-29,Mexico,912811,5948.0,5520.0
1300,2020-10-30,Mexico,918811,6000.0,5433.714285714285
1297,2020-10-31,Mexico,924962,6151.0,5451.714285714285
1219,2020-11-01,Mexico,929392,4430.0,5461.714285714285
76,2020-11-02,Mexico,933155,3763.0,5404.142857142857
73,2020-11-03,Mexico,938405,5250.0,5305.285714285715
742,2020-11-04,Mexico,943630,5225.0,5252.428571428572
745,2020-11-05,Mexico,949197,5567.0,5198.0
1426,2020-11-06,Mexico,955128,5931.0,5188.142857142857
1423,2020-11-07,Mexico,961938,6810.0,5282.285714285715
166,2020-11-08,Mexico,967825,5887.0,5490.428571428572
160,2020-11-09,Mexico,972785,4960.0,5661.428571428572
1600,2020-11-10,Mexico,978531,5746.0,5732.285714285715
1606,2020-11-11,Mexico,986177,7646.0,6078.142857142857
469,2020-11-12,Mexico,991835,5658.0,6091.142857142857
466,2020-11-13,Mexico,997393,5558.0,6037.857142857143
262,2020-11-14,Mexico,1003253,5860.0,5902.142857142857
265,2020-11-15,Mexico,1006522,3269.0,5528.142857142857
1024,2020-11-16,Mexico,1009396,2874.0,5230.142857142857
1021,2020-11-17,Mexico,1011153,1757.0,4660.285714285715
634,2020-11-18,Mexico,1015071,3918.0,4127.714285714285
628,2020-11-19,Mexico,1019543,4472.0,3958.285714285714
331,2020-11-20,Mexico,1025969,6426.0,4082.285714285714
334,2020-11-21,Mexico,1032688,6719.0,4205.0
886,2020-11-22,Mexico,1041875,9187.0,5050.428571428572
883,2020-11-23,Mexico,1049358,7483.0,5708.857142857143
1480,2020-11-24,Mexico,1060152,10794.0,6999.857142857143
1483,2020-11-25,Mexico,1070487,10335.0,7916.571428571428
583,2020-11-26,Mexico,1078594,8107.0,8435.857142857143
580,2020-11-27,Mexico,1090675,12081.0,9243.714285714286
973,2020-11-28,Mexico,1101403,10728.0,9816.42857142857
967,2020-11-29,Mexico,1107071,5668.0,9313.714285714286
748,2020-11-30,Mexico,1113543,6472.0,9169.285714285714
1240,2020-12-01,Mexico,1122362,8819.0,8887.142857142857
766,2020-12-02,Mexico,1133613,11251.0,9018.0
763,2020-12-03,Mexico,1144643,11030.0,9435.57142857143
133,2020-12-04,Mexico,1156770,12127.0,9442.142857142857
136,2020-12-05,Mexico,1168395,11625.0,9570.285714285714
1072,2020-12-06,Mexico,1175850,7455.0,9825.57142857143
1069,2020-12-07,Mexico,1182249,6399.0,9815.142857142857
679,2020-12-08,Mexico,1193255,11006.0,10127.57142857143
676,2020-12-09,Mexico,1205229,11974.0,10230.857142857143
868,2020-12-10,Mexico,1217126,11897.0,10354.714285714286
871,2020-12-11,Mexico,1229379,12253.0,10372.714285714286
340,2020-12-12,Mexico,1241436,12057.0,10434.42857142857
337,2020-12-13,Mexico,1250044,8608.0,10599.142857142857
586,2020-12-14,Mexico,1255974,5930.0,10532.142857142857
589,2020-12-15,Mexico,1267202,11228.0,10563.857142857143
1471,2020-12-16,Mexico,1277499,10297.0,10324.285714285714
1468,2020-12-17,Mexico,1289298,11799.0,10310.285714285714
205,2020-12-18,Mexico,1301546,12248.0,10309.57142857143
202,2020-12-19,Mexico,1313675,12129.0,10319.857142857143
484,2020-12-20,Mexico,1320545,6870.0,10071.57142857143
487,2020-12-21,Mexico,1325915,5370.0,9991.57142857143
1594,2020-12-22,Mexico,1338426,12511.0,10174.857142857143
1591,2020-12-23,Mexico,1350079,11653.0,10368.57142857143
1015,2020-12-24,Mexico,1362564,12485.0,10466.57142857143
1018,2020-12-25,Mexico,1372243,9679.0,10099.57142857143
271,2020-12-26,Mexico,1377217,4974.0,9077.42857142857
268,2020-12-27,Mexico,1383434,6217.0,8984.142857142857
1543,2020-12-28,Mexico,1389430,5996.0,9073.57142857143
1540,2020-12-29,Mexico,1401529,12099.0,9014.714285714286
79,2020-12-30,Mexico,1413935,12406.0,9122.285714285714
82,2020-12-31,Mexico,1426094,12159.0,9075.714285714286
1012,2021-01-01,Mexico,1437185,11091.0,9277.42857142857
247,2021-01-02,Mexico,1443544,6359.0,9475.285714285714
244,2021-01-03,Mexico,1448755,5211.0,9331.57142857143
490,2021-01-04,Mexico,1455219,6464.0,9398.42857142857
493,2021-01-05,Mexico,1466490,11271.0,9280.142857142857
1618,2021-01-06,Mexico,1479835,13345.0,9414.285714285714
1615,2021-01-07,Mexico,1493569,13734.0,9639.285714285714
415,2021-01-08,Mexico,1507931,14362.0,10106.57142857143
412,2021-01-09,Mexico,1524036,16105.0,11498.857142857143
1411,2021-01-10,Mexico,1534039,10003.0,12183.42857142857
1414,2021-01-11,Mexico,1541633,7594.0,12344.857142857143
721,2021-01-12,Mexico,1556028,14395.0,12791.142857142857
718,2021-01-13,Mexico,1571901,15873.0,13152.285714285714
85,2021-01-14,Mexico,1588369,16468.0,13542.857142857143
88,2021-01-15,Mexico,1609735,21366.0,14543.42857142857
1237,2021-01-16,Mexico,1630258,20523.0,15174.57142857143
1234,2021-01-17,Mexico,1641428,11170.0,15341.285714285714
820,2021-01-18,Mexico,1649502,8074.0,15409.857142857143
817,2021-01-19,Mexico,1668396,18894.0,16052.57142857143
103,2021-01-20,Mexico,1688944,20548.0,16720.428571428572
106,2021-01-21,Mexico,1711283,22339.0,17559.14285714286
1066,2021-01-22,Mexico,1732290,21007.0,17507.85714285714
1063,2021-01-23,Mexico,1752347,20057.0,17441.285714285714
1261,2021-01-24,Mexico,1763219,10872.0,17398.714285714286
1264,2021-01-25,Mexico,1771740,8521.0,17462.571428571428
772,2021-01-26,Mexico,1788905,17165.0,17215.571428571428
769,2021-01-27,Mexico,1806849,17944.0,16843.571428571428
1174,2021-01-28,Mexico,1825519,18670.0,16319.42857142857
1171,2021-01-29,Mexico,1841893,16374.0,15657.57142857143
556,2021-01-30,Mexico,1857230,15337.0,14983.285714285714
559,2021-01-31,Mexico,1864260,7030.0,14434.42857142857
1465,2021-02-01,Mexico,1869708,5448.0,13995.42857142857
571,2021-02-02,Mexico,1874092,4384.0,12169.57142857143
568,2021-02-03,Mexico,1886245,12153.0,11342.285714285714
349,2021-02-04,Mexico,1886245,0.0,8675.142857142857
352,2021-02-05,Mexico,1912871,26626.0,10139.714285714286
898,2021-02-06,Mexico,1926080,13209.0,9835.714285714286
895,2021-02-07,Mexico,1932145,6065.0,9697.857142857143
430,2021-02-08,Mexico,1936013,3868.0,9472.142857142857
424,2021-02-09,Mexico,1946751,10738.0,10379.857142857143
1054,2021-02-10,Mexico,1957889,11138.0,10234.857142857143
1060,2021-02-11,Mexico,1968566,10677.0,11760.142857142857
112,2021-02-12,Mexico,1978954,10388.0,9440.42857142857
109,2021-02-13,Mexico,1988695,9741.0,8945.0
775,2021-02-14,Mexico,1992794,4099.0,8664.142857142857
778,2021-02-15,Mexico,1995892,3098.0,8554.142857142857
1258,2021-02-16,Mexico,2004575,8683.0,8260.57142857143
1255,2021-02-17,Mexico,2013563,8988.0,7953.428571428572
37,2021-02-18,Mexico,2022662,9099.0,7728.0
31,2021-02-19,Mexico,2030491,7829.0,7362.428571428572
730,2021-02-20,Mexico,2038276,7785.0,7083.0
733,2021-02-21,Mexico,2041380,3104.0,6940.857142857143
1408,2021-02-22,Mexico,2043632,2252.0,6820.0
1405,2021-02-23,Mexico,2052266,8634.0,6813.0
1228,2021-02-24,Mexico,2060908,8642.0,6763.571428571428
1231,2021-02-25,Mexico,2069370,8462.0,6672.571428571428
100,2021-02-26,Mexico,2076882,7512.0,6627.285714285715
97,2021-02-27,Mexico,2084128,7246.0,6550.285714285715
1303,2021-02-28,Mexico,2086938,2810.0,6508.285714285715
631,2021-03-01,Mexico,2089281,2343.0,6521.285714285715
1528,2021-03-02,Mexico,2097194,7913.0,6418.285714285715
1531,2021-03-03,Mexico,2104987,7793.0,6297.0
931,2021-03-04,Mexico,2112508,7521.0,6162.571428571428
928,2021-03-05,Mexico,2119305,6797.0,6060.428571428572
385,2021-03-06,Mexico,2125866,6561.0,5962.571428571428
388,2021-03-07,Mexico,2128600,2734.0,5951.714285714285
1597,2021-03-08,Mexico,2130477,1877.0,5885.142857142857
1603,2021-03-09,Mexico,2137884,7407.0,5812.857142857143
169,2021-03-10,Mexico,2144486,6602.0,5642.714285714285
163,2021-03-11,Mexico,2150955,6469.0,5492.428571428572
1117,2021-03-12,Mexico,2157771,6816.0,5495.142857142857
1120,2021-03-13,Mexico,2163875,6104.0,5429.857142857143
1288,2021-03-14,Mexico,2166290,2415.0,5384.285714285715
1285,2021-03-15,Mexico,2167729,1439.0,5321.714285714285
799,2021-03-16,Mexico,2169007,1278.0,4446.142857142857
802,2021-03-17,Mexico,2175462,6455.0,4425.142857142857
1213,2021-03-18,Mexico,2182188,6726.0,4461.857142857143
1216,2021-03-19,Mexico,2187910,5722.0,4305.571428571428
1363,2021-03-20,Mexico,2193639,5729.0,4252.0
1360,2021-03-21,Mexico,2195772,2133.0,4211.714285714285
682,2021-03-22,Mexico,2197160,1388.0,4204.428571428572
685,2021-03-23,Mexico,2203041,5881.0,4862.0
22,2021-03-24,Mexico,2208755,5714.0,4756.142857142857
19,2021-03-25,Mexico,2214542,5787.0,4622.0
1159,2021-03-26,Mexico,2219845,5303.0,4562.142857142857
1162,2021-03-27,Mexico,2224904,5059.0,4466.428571428572
751,2021-03-28,Mexico,2226550,1646.0,4396.857142857143
754,2021-03-29,Mexico,2227843,1293.0,4383.285714285715
970,2021-03-30,Mexico,2232910,5067.0,4267.0
964,2021-03-31,Mexico,2238887,5977.0,4304.571428571428
1129,2021-04-01,Mexico,2244268,5381.0,4246.571428571428
193,2021-04-02,Mexico,2247357,3089.0,3930.285714285714
190,2021-04-03,Mexico,2249195,1838.0,3470.1428571428573
823,2021-04-04,Mexico,2250458,1263.0,3415.4285714285716
826,2021-04-05,Mexico,2251705,1247.0,3408.8571428571427
1309,2021-04-06,Mexico,2256509,4804.0,3371.285714285714
1306,2021-04-07,Mexico,2261879,5370.0,3284.5714285714284
49,2021-04-08,Mexico,2267019,5140.0,3250.1428571428573
46,2021-04-09,Mexico,2272064,5045.0,3529.5714285714284
1498,2021-04-10,Mexico,2278420,6356.0,4175.0
1501,2021-04-11,Mexico,2280213,1793.0,4250.714285714285
613,2021-04-12,Mexico,2281840,1627.0,4305.0
610,2021-04-13,Mexico,2286352,4512.0,4263.285714285715
361,2021-04-14,Mexico,2291246,4894.0,4195.285714285715
364,2021-04-15,Mexico,2295435,4189.0,4059.4285714285716
904,2021-04-16,Mexico,2299939,4504.0,3982.1428571428573
901,2021-04-17,Mexico,2304096,4157.0,3668.0
505,2021-04-18,Mexico,2305602,1506.0,3627.0
502,2021-04-19,Mexico,2306910,1308.0,3581.4285714285716
238,2021-04-20,Mexico,2311172,4262.0,3545.714285714286
241,2021-04-21,Mexico,2315811,4639.0,3509.285714285714
985,2021-04-22,Mexico,2319519,3708.0,3440.5714285714284
982,2021-04-23,Mexico,2323430,3911.0,3355.8571428571427
1567,2021-04-24,Mexico,2326738,3308.0,3234.5714285714284
1570,2021-04-25,Mexico,2328391,1653.0,3255.5714285714284
445,2021-04-26,Mexico,2329534,1143.0,3232.0
442,2021-04-27,Mexico,2333126,3592.0,3136.285714285714
853,2021-04-28,Mexico,2336944,3818.0,3019.0
850,2021-04-29,Mexico,2340934,3990.0,3059.285714285714
661,2021-04-30,Mexico,2344755,3821.0,3046.4285714285716
145,2021-05-01,Mexico,2347780,3025.0,3006.0
1081,2021-05-02,Mexico,2348873,1093.0,2926.0
1084,2021-05-03,Mexico,2349900,1027.0,2909.4285714285716
1282,2021-05-04,Mexico,2352964,3064.0,2834.0
1279,2021-05-05,Mexico,2355985,3021.0,2720.1428571428573
793,2021-05-06,Mexico,2358831,2846.0,2556.714285714286
796,2021-05-07,Mexico,2361874,3043.0,2445.5714285714284
1153,2021-05-08,Mexico,2364617,2743.0,2405.285714285714
1156,2021-05-09,Mexico,2365792,1175.0,2417.0
541,2021-05-10,Mexico,2366496,704.0,2370.8571428571427
538,2021-05-11,Mexico,2368393,1897.0,2204.1428571428573
1429,2021-05-12,Mexico,2371483,3090.0,2214.0
1432,2021-05-13,Mexico,2375115,3632.0,2326.285714285714
859,2021-05-14,Mexico,2377995,2880.0,2303.0
856,2021-05-15,Mexico,2380690,2695.0,2296.1428571428573
319,2021-05-16,Mexico,2381923,1233.0,2304.4285714285716
322,2021-05-17,Mexico,2382745,822.0,2321.285714285714
1585,2021-05-18,Mexico,2385512,2767.0,2445.5714285714284
1588,2021-05-19,Mexico,2387512,2000.0,2289.8571428571427
1030,2021-05-20,Mexico,2390140,2628.0,2146.4285714285716
1027,2021-05-21,Mexico,2392744,2604.0,2107.0
286,2021-05-22,Mexico,2395330,2586.0,2091.4285714285716
289,2021-05-23,Mexico,2396604,1274.0,2097.285714285714
523,2021-05-24,Mexico,2397307,703.0,2080.285714285714
520,2021-05-25,Mexico,2399790,2483.0,2039.7142857142858
1636,2021-05-26,Mexico,2402722,2932.0,2172.8571428571427
1639,2021-05-27,Mexico,2405772,3050.0,2233.1428571428573
367,2021-05-28,Mexico,2408778,3006.0,2290.5714285714284
370,2021-05-29,Mexico,2411503,2725.0,2310.4285714285716
1375,2021-05-30,Mexico,2412810,1307.0,2315.1428571428573
1372,2021-05-31,Mexico,2413742,932.0,2347.8571428571427
697,2021-06-01,Mexico,2420659,6917.0,2981.285714285714
1378,2021-06-02,Mexico,2423928,3269.0,3029.4285714285716
1381,2021-06-03,Mexico,2426822,2894.0,3007.1428571428573
1204,2021-06-04,Mexico,2429631,2809.0,2979.0
1201,2021-06-05,Mexico,2431702,2071.0,2885.5714285714284
61,2021-06-06,Mexico,2433681,1979.0,2981.5714285714284
64,2021-06-07,Mexico,2434562,881.0,2974.285714285714
1312,2021-06-08,Mexico,2438011,3449.0,2478.8571428571427
1321,2021-06-09,Mexico,2441866,3855.0,2562.5714285714284
280,2021-06-10,Mexico,2445538,3672.0,2673.714285714286
277,2021-06-11,Mexico,2448820,3282.0,2741.285714285714
1039,2021-06-12,Mexico,2452469,3649.0,2966.714285714286
1042,2021-06-13,Mexico,2454176,1707.0,2927.8571428571427
1645,2021-06-14,Mexico,2455351,1175.0,2969.8571428571427
1642,2021-06-15,Mexico,2459601,4250.0,3084.285714285714
514,2021-06-16,Mexico,2463390,3789.0,3074.8571428571427
517,2021-06-17,Mexico,2467643,4253.0,3157.8571428571427
922,2021-06-18,Mexico,2471741,4098.0,3274.4285714285716
925,2021-06-19,Mexico,2471741,0.0,2753.1428571428573
1438,2021-06-20,Mexico,2477283,5542.0,3301.0
1435,2021-06-21,Mexico,2478551,1268.0,3314.285714285714
526,2021-06-22,Mexico,2482784,4233.0,3311.8571428571427
529,2021-06-23,Mexico,2487747,4963.0,3479.5714285714284
316,2021-06-24,Mexico,2493087,5340.0,3634.8571428571427
313,2021-06-25,Mexico,2498357,5270.0,3802.285714285714
862,2021-06-26,Mexico,2503408,5051.0,4523.857142857143
865,2021-06-27,Mexico,2505792,2384.0,4072.714285714286
448,2021-06-28,Mexico,2507453,1661.0,4128.857142857143
457,2021-06-29,Mexico,2513164,5711.0,4340.0
1090,2021-06-30,Mexico,2519269,6105.0,4503.142857142857
1345,2021-07-01,Mexico,2525350,6081.0,4609.0
658,2021-07-02,Mexico,2531192,5842.0,4690.714285714285
655,2021-07-03,Mexico,2537457,6265.0,4864.142857142857
1,2021-07-04,Mexico,2540068,2611.0,4896.571428571428
4,2021-07-05,Mexico,2541873,1805.0,4917.142857142857
1141,2021-07-06,Mexico,2549862,7989.0,5242.571428571428
1138,2021-07-07,Mexico,2558369,8507.0,5585.714285714285
790,2021-07-08,Mexico,2567821,9452.0,6067.285714285715
781,2021-07-09,Mexico,2577140,9319.0,6564.0
991,2021-07-10,Mexico,2586721,9581.0,7037.714285714285
994,2021-07-11,Mexico,2590500,3779.0,7204.571428571428
229,2021-07-12,Mexico,2593574,3074.0,7385.857142857143
226,2021-07-13,Mexico,2604711,11137.0,7835.571428571428
436,2021-07-14,Mexico,2616827,12116.0,8351.142857142857
439,2021-07-15,Mexico,2629648,12821.0,8832.42857142857
1576,2021-07-16,Mexico,2642068,12420.0,9275.42857142857
